"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)"
"3220000","CDFH3301262016000002","2016-10-06","","03","폐업","03","폐업","2023-11-06","","","","02-563-6777","","","서울특별시 강남구 대치동 924-10 ","서울특별시 강남구 선릉로64길 33 (대치동, 도곡초등학교)","06205","도곡체육문화센터","2023-11-07 10:18:00","U","2023-11-09 02:40:00.0","","204764.624734033    ","444095.980009331    "
"3220000","CDFH3301262000000003","2000-01-26","","01","영업/정상","13","영업중","","","","","02-559-5113","","135-928","서울특별시 강남구 역삼동 772번지 ","서울특별시 강남구 언주로 337  (역삼동)","","동영문화센터(39)","2010-01-20 16:13:31","I","2018-08-31 23:59:59.0","","203829.432878247    ","443954.517765895    "
"3220000","CDFH3301262007000001","2007-02-07","","03","폐업","03","폐업","2012-01-12","","","","(02)548-7744","","135-733","서울특별시 강남구 논현동 114번지 성암빌딩 지층 ","서울특별시 강남구 언주로 710  (논현동,성암빌딩 지층)","","(주)에이비씨볼링앤스포츠","2012-04-30 16:22:00","I","2018-08-31 23:59:59.0","","203107.189301648    ","446076.805415494    "
"3220000","CDFH3301262007000002","2007-06-04","","03","폐업","03","폐업","2015-06-05","","","","538-2182","","135-948","서울특별시 강남구 청담동 4-1번지 청담동 4-1외 9필지 ","서울특별시 강남구 도산대로 442 (청담동,청담동 4-1외 9필지)","","템플럼","2015-06-05 16:21:15","I","2018-08-31 23:59:59.0","","203789.588128352    ","446796.128299612    "
"3220000","CDFH3301262008000001","2008-04-25","","03","폐업","03","폐업","2018-02-27","","","","549-5878","","135-829","서울특별시 강남구 논현동 225-6번지 ","서울특별시 강남구 언주로 615  (논현동)","","서울Y.M.C.A강남지회(101)","2018-02-27 22:37:46","I","2018-08-31 23:59:59.0","","203108.361768367    ","445369.429120975    "
"3220000","CDFH3301261998000002","1998-12-16","","03","폐업","03","폐업","2019-07-12","","","","","","135-913","서울특별시 강남구 역삼동 653-4번지 ","서울특별시 강남구 언주로 563  (역삼동)","","일진스포월드","2019-07-14 15:40:38","U","2019-07-16 02:40:00.0","","203311.617902145    ","445074.121017059    "
"3220000","CDFH3301261998000003","1998-12-30","","03","폐업","03","폐업","2017-01-10","","","","","","135-915","서울특별시 강남구 역삼동 676-0번지 ","서울특별시 강남구 테헤란로 237 (역삼동)","","휘트니스 센터(14)","2017-02-22 10:45:19","I","2018-08-31 23:59:59.0","","203599.062771687    ","444556.062267296    "
"3220000","CDFH3301262000000001","2000-01-22","","03","폐업","03","폐업","2008-06-20","","","","","","135-545","서울특별시 강남구 논현동 203-0번지 거평타운 B동 지하2,3층 ","서울특별시 강남구 봉은사로 129-1  (논현동,거평타운 B동 지하2,3층)","","메디스스포츠센터","2009-01-20 13:25:06","I","2018-08-31 23:59:59.0","","202422.404397085    ","444877.223579374    "
"3220000","CDFH3301262000000002","2000-01-22","","03","폐업","03","폐업","2015-05-20","","","","02-3463-1011","","135-856","서울특별시 강남구 도곡동 467-24번지 ","서울특별시 강남구 언주로 118 (도곡동)","","삼원휴스포 도곡점(41)","2015-05-20 13:40:52","I","2018-08-31 23:59:59.0","","204518.8799802      ","442703.584823804    "
"3220000","CDFH3301262000000004","2000-08-31","","03","폐업","03","폐업","2021-06-01","","","","","","","서울특별시 강남구 대치동 889-5 B2층 ","서울특별시 강남구 테헤란로 406, B2층 (대치동, 샹제리제센터)","06192","대신샹제리제휘트니스클럽 주식회사(45)","2021-06-01 13:37:53","U","2021-06-03 02:40:00.0","","204325.143969001    ","444689.095230482    "
"3220000","CDFH3301262001000002","2001-02-14","","03","폐업","03","폐업","2008-06-20","","","","","","135-885","서울특별시 강남구 수서동 724-6번지 브이밸리빌딩 9.10층 ","","","레모네이드휘트니스클럽","2009-01-20 13:26:06","I","2018-08-31 23:59:59.0","","",""
"3220000","CDFH3301262002000001","2002-02-19","","03","폐업","03","폐업","2022-04-26","","","","02-3413-7400","","135-939","서울특별시 강남구 개포동 13-3 ","서울특별시 강남구 개포로 623  (개포동)","","(주)대청레포츠센터","2022-04-26 17:35:10","U","2022-04-28 02:40:00.0","","206970.919291372    ","443574.411625824    "
"3220000","CDFH3301262005000001","2005-12-01","","03","폐업","03","폐업","2022-07-01","","","","570-9900","","135-504","서울특별시 강남구 도곡동 168 ","서울특별시 강남구 남부순환로 2763  (도곡동)","","ROI SK LEADERS VIEW 휘트니스 클럽","2022-07-01 17:21:19","U","2022-07-03 02:40:00.0","","204240.161509413    ","442920.436645854    "
"3220000","CDFH3301262005000002","2005-11-30","","03","폐업","03","폐업","","","","","570-9900","","135-504","서울특별시 강남구 도곡동 168번지 ","서울특별시 강남구 남부순환로 2763  (도곡동)","","(주)한호건설","2011-02-01 11:49:11","I","2018-08-31 23:59:59.0","","204240.161509413    ","442920.436645854    "
"3220000","CDFH3301262006000001","2006-04-06","","03","폐업","03","폐업","2006-04-06","","","","3440-8201","","135-832","서울특별시 강남구 논현동 248-7번지 ","서울특별시 강남구 언주로 640 (논현동)","","(주)태승이십일임피리얼팰리스호텔휘트니스클럽","2014-05-08 17:03:05","I","2018-08-31 23:59:59.0","","203102.074986325    ","445751.652027981    "
"3220000","CDFH3301261989000001","1989-12-26","","03","폐업","03","폐업","1989-12-26","","","","","","135-090","서울특별시 강남구 삼성동 159-8번지 ","서울특별시 강남구 테헤란로 521 (삼성동)","","한무개발(주)","2014-05-08 17:06:03","I","2018-08-31 23:59:59.0","","205314.159889285    ","445204.709309676    "
"3220000","CDFH3301261990000001","1990-01-10","","03","폐업","03","폐업","2021-08-06","","","","541-3111","","","서울특별시 강남구 청담동 53-7 B2층 ","서울특별시 강남구 영동대로 737, B2층 (청담동, 호텔리베라)","06071","(주)신안관광 호텔리베라 휘트니스클럽","2021-08-06 15:23:46","U","2021-08-08 02:40:00.0","","204714.758457103    ","446852.078363788    "
"3220000","CDFH3301261990000002","1990-07-07","","03","폐업","03","폐업","","","","","","","135-821","서울특별시 강남구 논현동 114번지 ","서울특별시 강남구 언주로 710  (논현동)","","장원산업(주) 스포츠 사업부","2011-02-01 11:55:48","I","2018-08-31 23:59:59.0","","203107.189301648    ","446076.805415494    "
"3220000","CDFH3301261991000001","1991-02-05","","03","폐업","03","폐업","2000-08-30","","","","","","135-839","서울특별시 강남구 대치동 889-5번지 ","서울특별시 강남구 테헤란로 406  (대치동)","","(주) 나산 C.L.C","2003-02-08 13:47:30","I","2018-08-31 23:59:59.0","","204325.143969001    ","444689.095230482    "
"3220000","CDFH3301261991000002","1991-02-21","","03","폐업","03","폐업","2002-11-30","","","","","","135-878","서울특별시 강남구 삼성동 151-7번지 ","서울특별시 강남구 삼성로 534  (삼성동)","","스포츠타운 다이아몬드","2003-02-08 13:47:30","I","2018-08-31 23:59:59.0","","204849.998753087    ","445280.596880852    "
"3220000","CDFH3301261991000003","1991-03-12","","03","폐업","03","폐업","2004-11-16","","","","","","135-513","서울특별시 강남구 역삼동 701번지 ","서울특별시 강남구 언주로 508  (역삼동)","","공무원연금관리공단 서울사무소","2004-11-16 15:54:41","I","2018-08-31 23:59:59.0","","203746.537598441    ","444628.07813453     "
"3220000","CDFH3301262019000004","2019-09-08","","03","폐업","03","폐업","2025-04-09","","","","02-1688-0580","","","서울특별시 강남구 신사동 550-11 신구초등학교","서울특별시 강남구 압구정로18길 28, 신구초등학교 (신사동)","06029","주식회사 ATB압구정점","2025-04-09 17:11:03","U","2024-12-03 23:01:00.0","","202068.297671494","446764.944152327"
"3220000","CDFH3301261993000001","1993-03-15","","03","폐업","03","폐업","2021-06-01","","","","02-3451-8441","","135-907","서울특별시 강남구 역삼동 602-4 ","서울특별시 강남구 봉은사로 120 (역삼동)","","르 메르디앙 서울 호텔","2021-06-01 10:27:15","U","2021-06-03 02:40:00.0","","202395.02652512     ","444750.399574466    "
"3220000","CDFH3301261993000002","1993-04-02","","03","폐업","03","폐업","","","","","","","135-874","서울특별시 강남구 삼성동 112-5번지 ","서울특별시 강남구 봉은사로 410  (삼성동)","","대주관광(주) 호텔뉴월드 휘트니스클럽","2011-02-01 11:53:00","I","2018-08-31 23:59:59.0","","203943.258999722    ","445342.390544546    "
"3220000","CDFH3301261993000003","1993-06-09","","03","폐업","03","폐업","2008-10-21","","","","","","135-820","서울특별시 강남구 논현동 111-13번지 ","서울특별시 강남구 선릉로131길 8  (논현동)","","(주)노벨스포츠센타","2008-10-21 16:05:25","I","2018-08-31 23:59:59.0","","203489.992662935    ","446195.189237957    "
"3220000","CDFH3301261996000001","1996-05-23","","03","폐업","03","폐업","2015-07-22","","","","","","135-891","서울특별시 강남구 신사동 575번지 ","서울특별시 강남구 압구정로 152 (신사동)","135-891","극동지앤에스(주)[35]","2015-07-22 16:36:36","I","2018-08-31 23:59:59.0","","202231.679115994    ","447037.821824887    "
"3220000","CDFH3301261996000002","1996-08-01","","03","폐업","03","폐업","2009-03-11","","","","539-0440","","135-842","서울특별시 강남구 대치동 983-3번지 ","서울특별시 강남구 영동대로 325  (대치동)","","프리죤스포츠클럽","2011-02-01 11:14:14","I","2018-08-31 23:59:59.0","","205713.28           ","444593.55           "
"3220000","CDFH3301261997000001","1997-02-12","","03","폐업","03","폐업","2023-08-11","","","","02-3467-0965","","135-845","서울특별시 강남구 대치동 943-19 ","서울특별시 강남구 테헤란로 512 (대치동)","","(주)관악신안스포츠클럽[4레인]","2023-08-11 17:04:25","U","2023-08-13 02:40:00.0","","205171.096196141    ","445006.428712237    "
"3220000","CDFH3301261997000002","1997-06-17","","03","폐업","03","폐업","2000-12-30","","","","","","135-939","서울특별시 강남구 개포동 13-3번지 ","서울특별시 강남구 개포로 623  (개포동)","","나산 C.L.C","2003-02-08 13:47:30","I","2018-08-31 23:59:59.0","","206970.919291372    ","443574.411625824    "
"3220000","CDFH3301262022000001","2022-04-21","","01","영업/정상","13","영업중","","","","","02-1544-4656","","","서울특별시 강남구 개포동 1273 포이초등학교 ","서울특별시 강남구 개포로22길 87, 포이초등학교 (개포동)","06311","포이스포츠센터","2022-04-21 09:12:41","I","2022-04-23 00:22:33.0","","204558.513478279    ","441491.962568552    "
"3220000","CDFH3301262019000002","2019-08-20","","01","영업/정상","13","영업중","","","","","02-445-9633","","","서울특별시 강남구 일원동 617번지 영희초등학교 ","서울특별시 강남구 일원로 21, 영희초등학교 (일원동)","06338","영희스포츠센터","2019-08-20 10:29:32","I","2019-08-22 02:22:07.0","","207117.994691239    ","443307.454733568    "
"3220000","CDFH3301262019000001","2019-08-13","","01","영업/정상","13","영업중","","","","","02-2193-1234","","","서울특별시 강남구 신사동 603 ","서울특별시 강남구 논현로 854 (신사동)","06022","안다즈 서울 강남(Andaz Seoul Gangnam)","2025-02-05 07:13:55","U","2025-02-07 02:40:00.0","","202482.216634599    ","447020.420866992    "
"3220000","CDFH3301262019000003","2019-09-08","","01","영업/정상","13","영업중","","","","","543-9633","","","서울특별시 강남구 논현동 168 논현초등학교 ","서울특별시 강남구 강남대로120길 33, 논현초등학교 (논현동)","06119","더논현 스포츠센터","2023-05-16 13:46:33","U","2023-05-18 02:40:00.0","","202257.099030843    ","445111.142737302    "
"3220000","CDFH3301262021000003","2021-11-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 211-21 ","서울특별시 강남구 언주로 641, 지하2층 (논현동)","06105","펜트힐스포츠","2021-11-08 12:21:59","I","2021-11-10 00:22:45.0","","203021.90910205     ","445735.022021415    "
"3220000","CDFH3301262021000001","2021-03-05","","01","영업/정상","13","영업중","","","","","02-529-8533","","","서울특별시 강남구 도곡동 949-3 캠코양재타워 ","서울특별시 강남구 강남대로 262, 캠코양재타워 (도곡동)","06265","자마이카 피트니스","2021-03-09 13:03:52","U","2021-03-11 02:40:00.0","","202880.352622758    ","442776.692188896    "
"3220000","CDFH3301262021000002","2021-04-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 676 센터필드 ","서울특별시 강남구 테헤란로 231, 센터필드 26층 (역삼동)","06142","(주)조선호텔앤리조트 조선팰리스강남 조선웰니스클럽","2025-01-13 11:17:36","U","2025-01-15 02:40:00.0","","203599.062771687    ","444556.062267296    "
"3220000","CDFH3301262014000001","2014-12-22","","01","영업/정상","13","영업중","","","","","2016-1234","","135-552","서울특별시 강남구 대치동 995-14 파크하얏트서울 22,23층","서울특별시 강남구 테헤란로 606, 22,23층 (대치동, 파크하얏트서울)","06174","파크클럽(Park Club)(51)","2025-04-25 11:06:25","U","2024-12-03 22:07:00.0","","205601.904041677","445151.509504571"
"3220000","CDFH3301262015000002","2015-09-09","","01","영업/정상","13","영업중","","","","","0317807673","","","서울특별시 강남구 청담동 4-1 4~6층 ","서울특별시 강남구 도산대로 442, 4~6층 (청담동, 피엔폴루스)","06062","코오롱글로벌(주)스포렉스(53)","2022-04-19 12:41:09","U","2022-04-21 02:40:00.0","","203789.588128352    ","446796.128299612    "
"3220000","CDFH3301262015000003","2015-12-10","","01","영업/정상","13","영업중","","","","","02-3449-1094","","","서울특별시 강남구 신사동 575 4,5,10층 ","서울특별시 강남구 압구정로 152, 4,5,10층 (신사동, 극동스포츠빌딩)","06030","극동지앤에스(주)(54)","2024-09-25 09:00:47","U","2024-09-27 02:40:00.0","","202231.679115994    ","447037.821824887    "
"3220000","CDFH3301261999000001","1999-10-15","","01","영업/정상","13","영업중","","","","","02-559-7529","","","","서울특별시 강남구 봉은사로 524 (삼성동, 코엑스인터콘티넨탈서울)","06164","코스모폴리탄휘트니스클럽","2025-07-23 14:53:23","U","2024-12-06 22:05:00.0","","205130.591678902","445590.096837802"
"3220000","CDFH3301262016000001","2016-10-06","","01","영업/정상","13","영업중","","","","","02-543-5991","","","서울특별시 강남구 청담동 27 ","서울특별시 강남구 삼성로135길 42 (청담동, 언북초등학교)","06066","언북문화체육센터","2024-02-16 09:39:37","U","2024-02-18 02:40:00.0","","203963.799944512    ","446416.151961396    "
"3220000","CDFH3301262009000001","2009-06-25","","01","영업/정상","13","영업중","","","","","2040-1601","","135-886","서울특별시 강남구 수서동 741 ","서울특별시 강남구 광평로 185  (수서동)","","태화기독교사회복지관(50)","2024-01-30 10:50:41","U","2024-02-01 02:40:00.0","","208184.247157358    ","442521.07233718     "
"3220000","CDFH3301262001000001","2001-01-29","","01","영업/정상","13","영업중","","","","","02-3412-2171","","135-938","서울특별시 강남구 일원동 4-1 ","서울특별시 강남구 남부순환로 3318 (일원동)","06340","강남주민편익시설(48)","2023-04-03 14:37:51","U","2023-04-05 02:40:00.0","","",""
"3220000","CDFH3301262004000001","2004-03-02","","01","영업/정상","13","영업중","","","","","550-3600","","135-928","서울특별시 강남구 역삼동 776-8 ","서울특별시 강남구 논현로64길 7 (역삼동)","","역삼청소년센터","2025-01-07 20:14:28","U","2025-01-09 02:40:00.0","","203548.538951818    ","443531.31262457     "
"3220000","CDFH3301262004000003","2004-05-20","","01","영업/정상","13","영업중","","","","","(02)3498-0000~3","","135-856","서울특별시 강남구 도곡동 467-29번지 반트 ","서울특별시 강남구 언주로30길 26 (도곡동,반트)","","VANTT 휘트니스클럽[4레인]","2016-07-20 11:40:25","I","2018-08-31 23:59:59.0","","204602.563399428    ","442794.574490766    "
"3220000","CDFH3301262006000002","2006-10-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 수서동 749 1층, B2층 ","서울특별시 강남구 광평로 144, 1층, B2층 (수서동, 서울시립 수서청소년수련원)","06362","시립수서청소년센터","2025-01-22 09:50:16","U","2025-01-24 02:40:00.0","","207834.156216454    ","442344.083634873    "
"3220000","CDFH3301262006000003","2006-07-05","","01","영업/정상","13","영업중","","","","","02-3466-7788","","135-090","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 511  (삼성동)","","오크우드프리미어 헬스&휘트니스클럽(46)","2013-09-13 10:21:24","I","2018-08-31 23:59:59.0","","205130.591678902    ","445590.096837802    "
"3220000","CDFH3301261989000003","1989-12-26","","01","영업/정상","13","영업중","","","","","02-559-7529","","135-090","서울특별시 강남구 삼성동 159-8 ","서울특별시 강남구 테헤란로 521 (삼성동)","","메트로폴리탄헬스클럽","2024-07-09 08:43:35","U","2024-07-11 02:40:00.0","","205314.159889285    ","445204.709309676    "
"3220000","CDFH3301261993000004","1993-09-06","","01","영업/정상","13","영업중","","","","","02-531-6454","","135-907","서울특별시 강남구 역삼동 603 ","서울특별시 강남구 봉은사로 130 (역삼동)","","(주)앰배서더즈(32)","2025-02-03 08:12:42","U","2025-02-05 02:40:00.0","","202482.701418444    ","444787.812950605    "
"3220000","CDFH3301261995000001","1995-12-19","","01","영업/정상","13","영업중","","","","","02-3440-8000","","135-832","서울특별시 강남구 논현동 248-7 ","서울특별시 강남구 언주로 640 (논현동)","","(주)태승21 그랜드머큐어 임피리얼팰리스서울","2025-01-22 17:53:40","U","2025-01-24 02:40:00.0","","203102.074986325    ","445751.652027981    "
"3220000","CDFH3301262020000001","2020-12-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 도곡동 467-24 우성캐릭터199 ","서울특별시 강남구 언주로 118 (도곡동, 우성캐릭터199)","06295","자마이카 피트니스","2020-12-04 11:12:28","I","2020-12-06 00:23:07.0","","204518.8799802      ","442703.584823804    "
"3220000","CDFH3301262015000001","2015-07-13","2015-09-07","04","취소/말소/만료/정지/중지","32","신고취소","","","","","02-3015-5024","","135-948","서울특별시 강남구 청담동 4-1번지 4,6층 ","서울특별시 강남구 도산대로 442, 4,6층 (청담동)","06062","(주)아시아월드짐 청담(52)","2015-09-07 15:06:29","I","2018-08-31 23:59:59.0","","203789.588128352    ","446796.128299612    "
"3230000","CDFH3301261989000001","1989-12-26","","03","폐업","03","폐업","2009-04-10","","","","411-4402","","138-220","서울특별시 송파구 잠실동 40-1번지 (주)호텔롯데 ","서울특별시 송파구 올림픽로 240  (잠실동,(주)호텔롯데)","","롯데월드 스포츠","2009-04-10 19:11:53","I","2018-08-31 23:59:59.0","","208589.363343145    ","445455.90405262     "
"3230000","CDFH3301261989000002","1989-12-30","","03","폐업","03","폐업","2022-02-28","","","","","","","서울특별시 송파구 잠실동 27-11 ","서울특별시 송파구 올림픽로 211 (잠실동, 서울Y.M.C.A송파지회)","05503","서울YMCA송파지회","2022-02-28 17:40:46","U","2022-03-02 02:40:00.0","","208280.881163857    ","445596.769417879    "
"3230000","CDFH3301261990000001","1990-06-08","","03","폐업","03","폐업","2001-02-21","","","","","","138-220","서울특별시 송파구 잠실동 85-1번지 ","서울특별시 송파구 올림픽로4길 17 (잠실동)","138-892","아시아스포렉스","2011-10-30 14:20:02","I","2018-08-31 23:59:59.0","","206731.192156063    ","445148.824922026    "
"3230000","CDFH3301261991000001","1991-07-30","","03","폐업","03","폐업","2004-08-12","","","","421-2111","","138-829","서울특별시 송파구 방이동 88번지 ","","","올림픽파크텔(대중종합체육시설)","2004-08-12 17:12:55","I","2018-08-31 23:59:59.0","","210199.45921923     ","446539.279382444    "
"3230000","CDFH3301261992000001","1992-11-11","","03","폐업","03","폐업","2019-04-22","","","","02  448 2051","","","서울특별시 송파구 가락동 99-3번지 제일빌딩6층19 ","서울특별시 송파구 송파대로 260 (가락동, 제일오피스텔)","05719","First J Gym","2019-04-22 11:19:24","U","2019-04-24 02:40:00.0","","210431.832858016    ","443465.4592322      "
"3230000","CDFH3301262011000001","2011-09-07","","03","폐업","03","폐업","2015-07-14","","","","449-2526","","138-151","서울특별시 송파구 방이동 89-12번지 올림픽스포츠센타 ","서울특별시 송파구 양재대로 1222 (방이동,올림픽스포츠센타)","","올림픽스포츠센타","2015-07-15 16:18:55","I","2018-08-31 23:59:59.0","","211708.264681572    ","445907.582850538    "
"3230000","CDFH3301261994000001","1994-01-10","","03","폐업","03","폐업","2008-11-01","","","","425-0482","","138-836","서울특별시 송파구 방이동 227-4번지 ","서울특별시 송파구 오금로 235  (방이동)","","O2 ZONE 스포츠쎈타","2008-11-03 21:26:39","I","2018-08-31 23:59:59.0","","210527.744574834    ","444984.01536348     "
"3230000","CDFH3301261996000001","1996-04-08","","03","폐업","03","폐업","2013-12-18","","","","404-7000","","138-855","서울특별시 송파구 오금동 28번지 ","서울특별시 송파구 위례성대로22길 27-22 (오금동)","138-855","(주)스포츠클럽서울레저","2013-12-18 11:35:53","I","2018-08-31 23:59:59.0","","211565.077399034    ","445013.127577724    "
"3230000","CDFH3301261996000002","1996-09-07","","03","폐업","03","폐업","2000-06-03","","","","","","138-827","서울특별시 송파구 방이동 39-2번지 ","서울특별시 송파구 오금로11길 33  (방이동)","","청풍스포츠센타","2004-01-28 14:08:59","I","2018-08-31 23:59:59.0","","209708.127928039    ","445937.543455637    "
"3230000","CDFH3301261997000001","1997-04-03","","03","폐업","03","폐업","2003-06-25","","","","","","138-747","서울특별시 송파구 가락동 140-0번지 가락쌍용아파트상가 26호","","","에스에스앤스포렉스","2004-01-28 14:11:57","I","2018-08-31 23:59:59.0","","211259.909777857    ","443711.702922024    "
"3230000","CDFH3301262019000001","2019-09-02","","01","영업/정상","13","영업중","","","","","02-430-9864","","","서울특별시 송파구 가락동 99-3 제일오피스텔 ","서울특별시 송파구 송파대로 260, 제일오피스텔 지하층 (가락동)","05719","(주)헬스보이짐가락프리미엄","2021-02-23 09:05:13","U","2021-02-25 02:40:00.0","","210431.832858016    ","443465.4592322      "
"3230000","CDFH3301262010000001","2010-11-22","","01","영업/정상","13","영업중","","","","","400-8700","","","서울특별시 송파구 문정동 90 문정고등학교내 ","서울특별시 송파구 송이로34길 62 (문정동, 문정고등학교)","05809","(주)나눔체육시설","2021-08-09 16:37:10","U","2021-08-11 02:40:00.0","","211158.583786406    ","442572.332153712    "
"3230000","CDFH3301262017000001","2017-03-31","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 송파구 올림픽로 300 (신천동)","05551","시그니엘서울 피트니스클럽","2025-02-19 09:34:55","U","2025-02-21 02:40:00.0","","209074.900840074    ","445657.80932984     "
"3230000","CDFH3301261995000001","1995-07-19","","01","영업/정상","13","영업중","","","","","404-6240","","138-857","서울특별시 송파구 오금동 51-0번지 오금근린공원내 ","서울특별시 송파구 동남로 271 (오금동)","05725","서울곰두리체육센타","2017-12-22 18:16:50","I","2018-08-31 23:59:59.0","","211618.842468751    ","444430.324517026    "
"3230000","CDFH3301262008000001","2008-01-11","","01","영업/정상","13","영업중","","","","","02-410-1617","","","서울특별시 송파구 방이동 88-2번지 ","서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원)","05540","올림픽수영장","2018-02-23 13:51:56","I","2018-08-31 23:59:59.0","","211073.35603022     ","446095.113429039    "
"3230000","CDFH3301262021000001","2021-09-01","","01","영업/정상","13","영업중","","","","","02-2092-6000","","","서울특별시 송파구 신천동 29-1 KT송파타워 ","서울특별시 송파구 잠실로 209, KT송파타워 (신천동)","05552","소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스","2025-02-03 18:16:53","U","2025-02-05 02:40:00.0","","209337.104501753    ","445744.864426145    "
"3230000","CDFH3301262006000001","2006-03-20","","04","취소/말소/만료/정지/중지","35","직권말소","2015-11-06","","","","2143-0700","","138-727","서울특별시 송파구 신천동 7-18번지 롯데캐슬골드 프라자9층 ","서울특별시 송파구 올림픽로 269, 9층 (신천동, 롯데캐슬골드)","05510","스포캐슬 골드 휘트니스","2015-11-06 17:18:24","I","2018-08-31 23:59:59.0","","208836.192051204    ","445807.727388799    "
"3240000","CDFH3301262002000001","2002-08-22","","03","폐업","03","폐업","2018-12-27","","","","2041-6114","","","서울특별시 강동구 둔촌동 172-2번지 둔촌올림픽스포츠센터 ","서울특별시 강동구 양재대로84길 33-17 (둔촌동)","05411","(주)월드스포피아","2018-12-27 13:57:25","U","2018-12-29 02:40:00.0","","212017.544442379    ","446859.875435823    "
"3240000","CDFH3301262018000001","2018-05-17","","01","영업/정상","13","영업중","","","","","02-489-2999","","","서울특별시 강동구 성내동 531 서울성일초등학교 ","서울특별시 강동구 성내로15길 33, 서울성일초등학교 (성내동)","05396","(주) 다빈홀딩스 성일스포렉스","2023-05-16 13:49:48","U","2023-05-18 02:40:00.0","","211275.576090268    ","447440.867842363    "
"3230000","CDFH3301261996000003","1996-11-14","","01","영업/정상","13","영업중","","","","","02  34346169","","","서울특별시 송파구 신천동 7-19 시그마타워 지하1층","서울특별시 송파구 올림픽로 289 (신천동, 잠실시그마타워)","05510","시그마스포츠클럽","2025-04-21 15:31:26","U","2024-12-03 22:03:00.0","","208994.017991356","445826.545566831"